"REPORT_ID","TYPE_DW","FINANCE_CORP_COUNT","FINANCE_ORG_COUNT","ACCOUNT_COUNT","CREDIT_LIMIT","MAX_CREDIT_LIMIT_PER_ORG","MIN_CREDIT_LIMIT_PER_ORG","BALANCE","USED_CREDIT_LIMIT","LATEST_6M_USED_AVG_AMOUNT"
"3489898","未结清贷款信息汇总","1","1","1","3000.00","","","2037.00","","366.00"
"3489898","未销户贷记卡信息汇总","6","6","8","41500.00","15000.00","2000.00","","42753.00","42696.00"
"3531712","未销户贷记卡信息汇总","3","3","23","144000.00","39000.00","10000.00","","41324.00","33113.00"
"3489154","未结清贷款信息汇总","4","4","34","100680.00","","","80968.00","","3528.00"
"3489154","未销户贷记卡信息汇总","6","6","11","96000.00","45000.00","3196.00","","103898.00","97532.00"
"3489174","未结清贷款信息汇总","2","2","3","33900.00","","","25575.00","","1723.00"
"3489174","未销户贷记卡信息汇总","3","3","5","38000.00","15000.00","10000.00","","28151.00","28514.00"
"3489185","未结清贷款信息汇总","5","5","10","56717.00","","","40001.00","","3124.00"
"3489185","未销户贷记卡信息汇总","10","10","15","164641.00","51000.00","4500.00","","76859.00","78324.00"
"3489939","未结清贷款信息汇总","1","1","1","4500.00","","","3545.00","","232.00"
"3489939","未销户贷记卡信息汇总","1","1","1","7000.00","8000.00","8000.00","","6814.00","6814.00"
"3490805","未结清贷款信息汇总","3","3","5","99109.00","","","99109.00","","0.00"
"3490805","未销户贷记卡信息汇总","4","5","14","217000.00","70000.00","40000.00","","75640.00","71983.00"
"3490805","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"3530211","未销户贷记卡信息汇总","2","2","4","21600.00","19000.00","2112.00","","0.00","0.00"
"3530238","未结清贷款信息汇总","1","1","1","2500.00","","","0.00","","97.00"
"3530238","未销户贷记卡信息汇总","7","7","11","61000.00","18000.00","3000.00","","41776.00","37242.00"
"3530243","未结清贷款信息汇总","4","4","4","71376.00","","","63233.00","","5144.00"
"3530243","未销户贷记卡信息汇总","4","4","5","43000.00","15000.00","1000.00","","40870.00","32262.00"
"3533999","未销户贷记卡信息汇总","7","7","18","154000.00","65000.00","0.00","","63130.00","40081.00"
"3487852","未结清贷款信息汇总","5","5","9","40775.00","","","26313.00","","2030.00"
"3487852","未销户贷记卡信息汇总","4","4","6","46500.00","25000.00","3000.00","","41916.00","42851.00"
"3489197","未结清贷款信息汇总","3","3","6","13300.00","","","11285.00","","512.00"
"3489197","未销户贷记卡信息汇总","5","5","7","39000.00","10000.00","4000.00","","14355.00","13911.00"
"3489202","未销户贷记卡信息汇总","7","7","10","67000.00","22000.00","5000.00","","64125.00","49957.00"
"3489214","未结清贷款信息汇总","1","1","1","20000.00","","","18650.00","","1222.00"
"3489214","未销户贷记卡信息汇总","2","2","3","32000.00","20000.00","13775.00","","29107.00","20936.00"
"3489990","未结清贷款信息汇总","3","3","6","27500.00","","","20221.00","","3313.00"
"3489990","未销户贷记卡信息汇总","1","1","1","15000.00","15000.00","15000.00","","2613.00","3065.00"
"3486573","未结清贷款信息汇总","8","8","14","56798.00","","","41048.00","","14879.00"
"3486573","未销户贷记卡信息汇总","7","7","20","159250.00","87250.00","4285.00","","152489.00","157481.00"
"3487888","未结清贷款信息汇总","3","3","5","37500.00","","","21925.00","","2700.00"
"3487888","未销户贷记卡信息汇总","5","5","8","100447.00","16947.00","9500.00","","49722.00","37473.00"
"3489287","未结清贷款信息汇总","1","1","1","100000.00","","","100000.00","","0.00"
"3489287","未销户贷记卡信息汇总","5","5","6","70000.00","23000.00","8000.00","","55117.00","38235.00"
"3490913","未结清贷款信息汇总","5","5","22","55493.00","","","27722.00","","5035.00"
"3490913","未销户贷记卡信息汇总","7","7","9","88001.00","30000.00","0.00","","85511.00","69567.00"
"3490921","未结清贷款信息汇总","2","2","2","14339.00","","","14032.00","","871.00"
"3490921","未销户贷记卡信息汇总","6","6","8","84000.00","30000.00","2000.00","","60953.00","64061.00"
"3484608","未销户贷记卡信息汇总","3","3","3","15000.00","8000.00","2000.00","","9.00","1994.00"
"3489289","未结清贷款信息汇总","2","2","2","41500.00","","","14333.00","","1841.00"
"3489289","未销户贷记卡信息汇总","3","3","4","22000.00","13000.00","5750.00","","15334.00","13776.00"
"3489297","未结清贷款信息汇总","1","1","1","2300.00","","","2300.00","","0.00"
"3489297","未销户贷记卡信息汇总","3","3","3","13200.00","7000.00","200.00","","12667.00","12582.00"
"3490095","未销户贷记卡信息汇总","1","1","9","15000.00","18871.00","18871.00","","11166.00","8831.00"
"3503980","未结清贷款信息汇总","4","4","4","14879.00","","","13207.00","","1001.00"
"3503980","未销户贷记卡信息汇总","7","7","10","109250.00","50000.00","5000.00","","106002.00","99560.00"
"3503991","未销户贷记卡信息汇总","1","1","1","12000.00","12000.00","12000.00","","5283.00","5367.00"
"3532648","未结清贷款信息汇总","9","9","14","597650.00","","","537964.00","","12348.00"
"3532648","未销户贷记卡信息汇总","7","7","8","115000.00","41000.00","1000.00","","48599.00","60340.00"
"3484669","未结清贷款信息汇总","1","1","1","2000.00","","","1850.00","","94.00"
"3484669","未销户贷记卡信息汇总","2","2","4","6000.00","4000.00","2000.00","","5872.00","5355.00"
"3484674","未结清贷款信息汇总","1","1","1","4888.00","","","4010.00","","374.00"
"3484674","未销户贷记卡信息汇总","3","3","4","34000.00","15000.00","9000.00","","20209.00","22266.00"
"3484674","未销户准贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","0.00","0.00"
"3487331","未结清贷款信息汇总","4","4","5","188500.00","","","162899.00","","5236.00"
"3487331","未销户贷记卡信息汇总","3","3","4","18000.00","8000.00","5000.00","","18096.00","16132.00"
"3490159","未结清贷款信息汇总","2","2","2","2400.00","","","2400.00","","1025.00"
"3490159","未销户贷记卡信息汇总","1","1","2","4000.00","4000.00","4000.00","","2024.00","827.00"
"3531212","未结清贷款信息汇总","2","2","5","15796.00","","","10702.00","","937.00"
"3531212","未销户贷记卡信息汇总","1","1","1","14000.00","14000.00","14000.00","","5627.00","10753.00"
"3484715","未结清贷款信息汇总","3","3","6","19376.00","","","9796.00","","1173.00"
"3484715","未销户贷记卡信息汇总","8","8","11","102800.00","32800.00","3000.00","","83549.00","65752.00"
"3486100","未结清贷款信息汇总","4","4","4","15700.00","","","12332.00","","2034.00"
"3486100","未销户贷记卡信息汇总","4","4","12","25000.00","9000.00","2516.00","","11455.00","13464.00"
"3488617","未结清贷款信息汇总","4","4","5","5613.00","","","3063.00","","467.00"
"3488617","未销户贷记卡信息汇总","1","1","2","2000.00","2112.00","2112.00","","1983.00","1862.00"
"3489416","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","4605.00","2577.00"
"3489423","未结清贷款信息汇总","3","3","5","16532.00","","","12771.00","","768.00"
"3489423","未销户贷记卡信息汇总","3","3","4","10006.00","5000.00","5.00","","6808.00","7538.00"
"3532048","未销户贷记卡信息汇总","5","5","6","64000.00","24000.00","0.00","","56798.00","60024.00"
"3532755","未结清贷款信息汇总","1","1","1","4260.00","","","1993.00","","219.00"
"3532755","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","4612.00","4493.00"
"3534275","未结清贷款信息汇总","4","4","6","383140.00","","","196351.00","","3010.00"
"3534275","未销户贷记卡信息汇总","4","4","8","79000.00","29000.00","1000.00","","61457.00","58112.00"
"3488672","未结清贷款信息汇总","2","2","9","33650.00","","","27157.00","","6942.00"
"3488672","未销户贷记卡信息汇总","8","8","12","154500.00","40000.00","500.00","","133482.00","137226.00"
"3490262","未结清贷款信息汇总","2","2","2","5767.00","","","4796.00","","259.00"
"3490262","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","1136.00","4286.00"
"3513589","未结清贷款信息汇总","2","2","2","371500.00","","","368429.00","","1913.00"
"3513589","未销户贷记卡信息汇总","1","1","3","1000.00","1108.00","1108.00","","0.00","0.00"
"3509512","未结清贷款信息汇总","1","1","1","2800.00","","","1884.00","","144.00"
"3509512","未销户贷记卡信息汇总","5","5","7","64000.00","19000.00","10000.00","","51527.00","37030.00"
"3514413","未结清贷款信息汇总","2","2","8","14305.00","","","8695.00","","1338.00"
"3514413","未销户贷记卡信息汇总","2","2","2","8000.00","5000.00","3000.00","","0.00","54.00"
"3515260","未结清贷款信息汇总","3","3","4","11580.00","","","9097.00","","635.00"
"3515260","未销户贷记卡信息汇总","3","3","6","17000.00","10000.00","2000.00","","8882.00","10603.00"
"3516027","未结清贷款信息汇总","4","4","6","56100.00","","","41503.00","","2017.00"
"3516027","未销户贷记卡信息汇总","8","8","11","101800.00","40000.00","2000.00","","53981.00","78969.00"
"3504744","未结清贷款信息汇总","1","1","1","28000.00","","","26123.00","","1193.00"
"3504744","未销户贷记卡信息汇总","3","3","4","114000.00","80000.00","20000.00","","59869.00","49163.00"
"3504744","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"3507176","未结清贷款信息汇总","3","4","5","20469.00","","","18208.00","","1496.00"
"3507176","未销户贷记卡信息汇总","1","1","2","28500.00","28500.00","28500.00","","23427.00","22211.00"
"3516062","未结清贷款信息汇总","7","7","12","55500.00","","","31670.00","","4199.00"
"3516062","未销户贷记卡信息汇总","9","9","14","96279.00","27000.00","3000.00","","41978.00","44330.00"
"3505628","未结清贷款信息汇总","2","2","2","56500.00","","","50000.00","","0.00"
"3505628","未销户贷记卡信息汇总","9","9","32","294500.00","56000.00","6903.00","","231939.00","216349.00"
"3512901","未结清贷款信息汇总","4","4","13","83562.00","","","57904.00","","5500.00"
"3512901","未销户贷记卡信息汇总","4","4","6","65500.00","46000.00","2000.00","","10205.00","14533.00"
"3514518","未结清贷款信息汇总","1","1","1","14000.00","","","12600.00","","600.00"
"3514518","未销户贷记卡信息汇总","3","3","4","36000.00","13000.00","10000.00","","28521.00","27084.00"
"3504842","未结清贷款信息汇总","6","6","10","43475.00","","","39780.00","","3324.00"
"3504842","未销户贷记卡信息汇总","7","7","11","81000.00","20000.00","5000.00","","55802.00","49844.00"
"3512952","未结清贷款信息汇总","1","1","2","23000.00","","","18502.00","","527.00"
"3512952","未销户贷记卡信息汇总","8","8","11","170001.00","70000.00","0.00","","148863.00","128307.00"
"3514561","未结清贷款信息汇总","1","1","3","7333.00","","","5506.00","","437.00"
"3514561","未销户贷记卡信息汇总","1","1","11","10000.00","12581.00","12581.00","","9561.00","8150.00"
"3510526","未销户贷记卡信息汇总","1","1","1","6000.00","6000.00","6000.00","","0.00","0.00"
"3510589","未销户贷记卡信息汇总","2","2","3","23000.00","18000.00","5000.00","","2551.00","12133.00"
"3512278","未结清贷款信息汇总","1","1","1","5500.00","","","0.00","","167.00"
"3512278","未销户贷记卡信息汇总","6","6","12","41500.00","13000.00","2500.00","","46092.00","45163.00"
"3506668","未销户贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","1003.00","750.00"
"3506676","未结清贷款信息汇总","3","3","4","11100.00","","","11081.00","","0.00"
"3506676","未销户贷记卡信息汇总","2","2","4","7000.00","5000.00","2000.00","","7309.00","7470.00"
"3510669","未结清贷款信息汇总","4","4","8","475100.00","","","327716.00","","16586.00"
"3510669","未销户贷记卡信息汇总","8","9","14","149401.00","30000.00","0.00","","9847.00","35459.00"
"3504304","未结清贷款信息汇总","2","2","3","8900.00","","","6320.00","","1040.00"
"3504304","未销户贷记卡信息汇总","8","8","17","160000.00","50000.00","4000.00","","145851.00","150123.00"
"3512407","未结清贷款信息汇总","6","6","7","383100.00","","","294516.00","","4571.00"
"3512407","未销户贷记卡信息汇总","4","4","6","107000.00","50000.00","10000.00","","46162.00","23081.00"
"3512407","未销户准贷记卡信息汇总","1","1","1","0.00","0.00","0.00","","0.00","0.00"
"3512410","未结清贷款信息汇总","5","5","5","415895.00","","","252395.00","","18887.00"
"3512410","未销户贷记卡信息汇总","6","6","9","131500.00","60000.00","5000.00","","83356.00","71992.00"
"3516391","未结清贷款信息汇总","2","2","2","58000.00","","","30981.00","","4434.00"
"3516391","未销户贷记卡信息汇总","1","1","2","50000.00","50000.00","50000.00","","49955.00","45749.00"
"3504370","未结清贷款信息汇总","3","3","3","17000.00","","","16400.00","","486.00"
"3504370","未销户贷记卡信息汇总","3","3","6","33000.00","15000.00","8000.00","","29076.00","29754.00"
"3513267","未结清贷款信息汇总","2","2","2","18297.00","","","12403.00","","3679.00"
"3513267","未销户贷记卡信息汇总","5","5","9","110000.00","60000.00","9800.00","","27170.00","37002.00"
"3514073","未销户贷记卡信息汇总","2","2","3","11000.00","8000.00","3000.00","","5509.00","4462.00"
"3509249","未结清贷款信息汇总","2","2","2","5000.00","","","2781.00","","660.00"
"3509249","未销户贷记卡信息汇总","4","4","5","44000.00","30000.00","0.00","","4435.00","12970.00"
"3510012","未结清贷款信息汇总","9","9","10","358800.00","","","276513.00","","10034.00"
"3510012","未销户贷记卡信息汇总","5","5","10","175363.00","56000.00","12000.00","","73037.00","70814.00"
"3514136","未结清贷款信息汇总","2","2","3","41800.00","","","41800.00","","0.00"
"3514136","未销户贷记卡信息汇总","13","13","38","487768.00","138298.00","2000.00","","455546.00","403688.00"
"3514136","未销户准贷记卡信息汇总","1","1","1","5000.00","5000.00","5000.00","","0.00","0.00"
"3514174","未结清贷款信息汇总","5","5","5","34610.00","","","29993.00","","2176.00"
"3514174","未销户贷记卡信息汇总","5","5","7","70000.00","33000.00","3000.00","","60651.00","65044.00"
"3504507","未结清贷款信息汇总","2","2","4","6875.00","","","5601.00","","390.00"
"3504507","未销户贷记卡信息汇总","1","1","2","5000.00","5000.00","5000.00","","4999.00","5229.00"
"3504533","未结清贷款信息汇总","1","1","2","187278.00","","","159158.00","","1592.00"
"3506141","未结清贷款信息汇总","1","1","1","11700.00","","","9927.00","","771.00"
"3506141","未销户贷记卡信息汇总","4","4","4","126000.00","50000.00","4000.00","","103439.00","116251.00"
"3504533","未销户贷记卡信息汇总","3","3","3","62750.00","27000.00","10000.00","","17029.00","13253.00"
"3505402","未结清贷款信息汇总","3","3","6","45300.00","","","29110.00","","3555.00"
